entity_id,name,camapaña_tipo,calculo_tipo,tin,plazo,valor,activo
4,Cetelem - Configuración Base,1,1,7.99,60,9.0,True
4,Cetelem - Configuración Base,1,0,7.99,72,2.01193,True
4,Cetelem - Configuración Base,1,1,7.99,72,10.0,True
4,Cetelem - Configuración Base,1,0,7.99,84,1.8082,True
4,Cetelem - Configuración Base,1,1,7.99,84,10.0,True
4,Cetelem - Configuración Base,1,0,7.99,96,1.66009,True
4,Cetelem - Configuración Base,1,1,7.99,96,10.0,True
4,Cetelem - Configuración Base,1,0,7.99,108,1.55513,True
4,Cetelem - Configuración Base,1,1,7.99,108,11.0,True
4,Cetelem - Configuración Base,1,0,7.99,120,1.47736,True
4,Cetelem - Configuración Base,1,1,7.99,120,11.0,True
4,Cetelem - Configuración Base,1,0,8.99,36,3.53679,True
4,Cetelem - Configuración Base,1,1,8.99,36,7.5,True
4,Cetelem - Configuración Base,1,0,8.99,48,2.79554,True
4,Cetelem - Configuración Base,1,1,8.99,48,8.0,True
4,Cetelem - Configuración Base,1,0,8.99,60,2.35623,True
4,Cetelem - Configuración Base,1,1,8.99,60,12.0,True
4,Cetelem - Configuración Base,1,0,8.99,72,2.06843,True
4,Cetelem - Configuración Base,1,1,8.99,72,13.0,True
4,Cetelem - Configuración Base,1,0,8.99,84,1.86655,True
4,Cetelem - Configuración Base,1,1,8.99,84,13.0,True
4,Cetelem - Configuración Base,1,0,8.99,96,1.72041,True
4,Cetelem - Configuración Base,1,1,8.99,96,14.0,True
4,Cetelem - Configuración Base,1,0,8.99,108,1.61776,True
4,Cetelem - Configuración Base,1,1,8.99,108,14.0,True
4,Cetelem - Configuración Base,1,0,8.99,120,1.54249,True
4,Cetelem - Configuración Base,1,1,8.99,120,14.0,True
4,Cetelem - Configuración Base,1,0,9.99,36,3.58878,True
4,Cetelem - Configuración Base,1,1,9.99,36,10.5,True
4,Cetelem - Configuración Base,1,0,9.99,48,2.84919,True
4,Cetelem - Configuración Base,1,1,9.99,48,11.0,True
4,Cetelem - Configuración Base,1,0,9.99,60,2.41171,True
4,Cetelem - Configuración Base,1,1,9.99,60,14.0,True
4,Cetelem - Configuración Base,1,0,9.99,72,2.12585,True
4,Cetelem - Configuración Base,1,1,9.99,72,15.0,True
4,Cetelem - Configuración Base,1,0,9.99,84,1.92596,True
4,Cetelem - Configuración Base,1,1,9.99,84,17.0,True
4,Cetelem - Configuración Base,1,0,9.99,96,1.78195,True
4,Cetelem - Configuración Base,1,1,9.99,96,18.0,True
4,Cetelem - Configuración Base,1,0,9.99,108,1.68177,True
4,Cetelem - Configuración Base,1,1,9.99,108,18.0,True
4,Cetelem - Configuración Base,1,0,9.99,120,1.60917,True
4,Cetelem - Configuración Base,1,1,9.99,120,18.0,True
4,Cetelem - Configuración Base,0,0,5.99,36,3.38354,True
4,Cetelem - Configuración Base,0,1,5.99,36,1.0,True
4,Cetelem - Configuración Base,0,0,5.99,48,2.63825,True
4,Cetelem - Configuración Base,0,1,5.99,48,1.0,True
4,Cetelem - Configuración Base,0,0,5.99,60,2.19441,True
4,Cetelem - Configuración Base,0,1,5.99,60,1.0,True
4,Cetelem - Configuración Base,0,0,5.99,72,1.90172,True
4,Cetelem - Configuración Base,0,1,5.99,72,1.0,True
4,Cetelem - Configuración Base,0,0,5.99,84,1.69476,True
4,Cetelem - Configuración Base,0,1,5.99,84,1.0,True
4,Cetelem - Configuración Base,0,0,5.99,96,1.5432,True
4,Cetelem - Configuración Base,0,1,5.99,96,1.0,True
4,Cetelem - Configuración Base,0,0,5.99,108,1.43411,True
4,Cetelem - Configuración Base,0,0,5.99,120,1.35183,True
4,Cetelem - Configuración Base,0,0,6.99,36,3.43416,True
4,Cetelem - Configuración Base,0,1,6.99,36,2.0,True
4,Cetelem - Configuración Base,0,0,6.99,48,2.69007,True
4,Cetelem - Configuración Base,0,1,6.99,48,2.5,True
4,Cetelem - Configuración Base,0,0,6.99,60,2.24758,True
4,Cetelem - Configuración Base,0,1,6.99,60,3.0,True
4,Cetelem - Configuración Base,0,0,6.99,72,1.95636,True
4,Cetelem - Configuración Base,0,1,6.99,72,3.5,True
4,Cetelem - Configuración Base,0,0,6.99,84,1.75093,True
4,Cetelem - Configuración Base,0,1,6.99,84,3.5,True
4,Cetelem - Configuración Base,0,0,6.99,96,1.560102,True
4,Cetelem - Configuración Base,0,1,6.99,96,3.5,True
4,Cetelem - Configuración Base,0,0,6.99,108,1.41379,True
4,Cetelem - Configuración Base,0,0,6.99,120,1.33465,True
4,Cetelem - Configuración Base,0,0,7.99,36,3.48525,True
4,Cetelem - Configuración Base,0,1,7.99,36,3.5,True
4,Cetelem - Configuración Base,0,0,7.99,48,2.7425,True
4,Cetelem - Configuración Base,0,1,7.99,48,4.0,True
4,Cetelem - Configuración Base,0,0,7.99,60,2.30152,True
4,Cetelem - Configuración Base,0,1,7.99,60,7.0,True
